customer_key,customer_number,name,age,age_group,customer_segment,last_order_date,recency,avg_order_value,avg_monthly_spending,total_orders,total_products,total_quantity,total_sales,lifespan
5745,AW00016744,Lacey Guo,78,60 and above,VIP,2013-03-08,145,3035,242,2,5,5,6070,25
5746,AW00016745,Krista Moreno,77,60 and above,VIP,2013-03-21,145,3010,240,2,2,2,6021,25
5747,AW00016746,Brianna Peterson,43,40-59,New,2013-02-28,146,64,64,1,3,3,64,0
5748,AW00016747,Alexander Davis,45,40-59,New,2013-06-30,142,2480,2480,1,3,3,2480,0
5749,AW00016748,Patrick Peterson,45,40-59,New,2013-12-08,136,59,59,1,2,2,59,0
5750,AW00016749,Aaron Coleman,46,40-59,New,2013-12-05,136,62,62,1,3,3,62,0
5751,AW00016750,Seth Sanders,46,40-59,New,2013-03-21,145,7,7,1,2,2,7,0
5752,AW00016751,Aaron Scott,41,40-59,New,2013-07-20,141,2492,2492,1,4,4,2492,0
5753,AW00016752,Mason Wright,47,40-59,New,2013-08-17,140,2512,2512,1,4,4,2512,0
5754,AW00016753,Rachel Harris,48,40-59,New,2013-10-19,138,2320,2320,1,1,1,2320,0
5755,AW00016754,Alex Bell,47,40-59,New,2013-08-02,140,1559,623,2,7,7,3118,5
5756,AW00016755,Olivia James,47,40-59,New,2013-10-19,138,2317,2317,1,2,2,2317,0
5757,AW00016756,Richard Allen,51,40-59,New,2013-10-16,138,2396,2396,1,3,3,2396,0
5758,AW00016757,Mackenzie Cox,53,40-59,New,2013-12-31,136,5,5,1,1,1,5,0
5759,AW00016758,Justin Perry,47,40-59,New,2013-08-22,140,1531,1531,2,2,2,3062,2
5760,AW00016759,Jasmine Bell,53,40-59,New,2013-10-23,138,7,7,1,2,2,7,0
5761,AW00016760,Sydney Alexander,55,40-59,New,2013-03-10,145,68,68,1,3,3,68,0
5762,AW00016761,Angel Ward,47,40-59,New,2013-09-21,139,2476,2476,1,2,2,2476,0
5763,AW00016762,Franklin Ferrier,47,40-59,New,2013-09-22,139,2480,2480,1,3,3,2480,0
5764,AW00016763,Juan Suarez,46,40-59,New,2013-04-11,144,1701,1701,1,1,1,1701,0
5765,AW00016764,Thomas Davis,47,40-59,New,2013-05-21,143,1760,1760,1,3,3,1760,0
5766,AW00016765,Dalton White,46,40-59,New,2013-07-28,141,5,5,1,1,1,5,0
5767,AW00016766,Summer Arun,46,40-59,New,2013-11-04,137,5,5,1,1,1,5,0
5768,AW00016767,Rafael Liu,47,40-59,New,2013-03-14,145,60,60,1,2,2,60,0
5769,AW00016768,Eduardo Barnes,46,40-59,New,2014-01-20,135,5,5,1,1,1,5,0
5770,AW00016769,Tyler Walker,48,40-59,New,2013-10-17,138,5,5,1,1,1,5,0
5771,AW00016770,Charles Rogers,48,40-59,New,2013-09-07,139,2478,2478,1,2,2,2478,0
5772,AW00016771,Ian Walker,47,40-59,New,2013-09-21,139,35,15,3,5,5,105,7
5773,AW00016772,Morgan Parker,48,40-59,New,2014-01-09,135,53,15,3,7,7,159,10
5774,AW00016773,David Lal,47,40-59,New,2013-07-08,141,14,14,1,2,2,14,0
5775,AW00016774,Eduardo Perry,42,40-59,New,2013-06-15,142,55,55,1,2,2,55,0
5776,AW00016775,Sarah Russell,42,40-59,New,2013-09-19,139,5,5,1,1,1,5,0
5777,AW00016776,Dalton Lewis,50,40-59,New,2013-09-28,139,2443,2443,1,1,1,2443,0
5778,AW00016777,Cameron Simmons,75,60 and above,New,2013-02-24,146,125,125,1,2,2,125,0
5779,AW00016778,Blake Hayes,75,60 and above,New,2013-10-27,138,2541,2541,1,4,4,2541,0
5780,AW00016779,Morgan Watson,64,60 and above,New,2013-10-24,138,2297,2297,1,2,2,2297,0
5781,AW00016780,Carlos Bailey,74,60 and above,New,2013-09-05,139,55,55,1,2,2,55,0
5782,AW00016781,Dylan Chen,75,60 and above,New,2013-01-29,147,64,64,1,3,3,64,0
5783,AW00016782,Lucas Clark,74,60 and above,New,2013-10-08,138,2482,2482,1,4,4,2482,0
5784,AW00016783,Grace Barnes,73,60 and above,New,2013-11-22,137,2457,2457,1,3,3,2457,0
5785,AW00016784,Chloe Long,74,60 and above,New,2013-05-02,143,1736,1736,1,2,2,1736,0
5786,AW00016785,Christian Lee,73,60 and above,New,2013-09-30,139,2343,2343,1,4,4,2343,0
5787,AW00016786,Lucas Reed,73,60 and above,New,2013-10-26,138,2295,2295,1,1,1,2295,0
5788,AW00016787,Nicole Jackson,68,60 and above,New,2013-11-25,137,40,40,1,2,2,40,0
5789,AW00016788,Ronnie Gao,73,60 and above,New,2013-04-15,144,40,40,1,2,2,40,0
5790,AW00016789,Jennifer Harris,72,60 and above,New,2013-12-19,136,2443,2443,1,1,1,2443,0
5791,AW00016790,Hunter Lopez,67,60 and above,New,2013-12-25,136,2565,2565,1,5,5,2565,0
5792,AW00016791,Leonard Yuan,73,60 and above,New,2013-05-23,143,1730,1730,1,3,3,1730,0
5793,AW00016792,Maria Torres,73,60 and above,New,2013-01-17,147,1736,1736,1,2,2,1736,0
5794,AW00016793,Savannah Hernandez,73,60 and above,New,2013-01-07,147,1789,1789,1,5,5,1789,0
5795,AW00016794,Taylor Cook,73,60 and above,New,2013-01-15,147,1786,1786,1,3,3,1786,0
5796,AW00016795,Regina Garcia,73,60 and above,New,2013-11-24,137,68,68,1,3,3,68,0
5797,AW00016796,Kaitlyn Martin,72,60 and above,New,2013-05-17,143,55,55,1,2,2,55,0
5798,AW00016797,Evan Reed,71,60 and above,New,2013-01-08,147,1732,1732,1,4,4,1732,0
5799,AW00016798,Latasha Martin,72,60 and above,New,2013-01-16,147,1765,1765,1,4,4,1765,0
5800,AW00016799,Stephanie Gonzales,71,60 and above,New,2013-01-23,147,1701,1701,1,1,1,1701,0
5801,AW00016800,Jordan Roberts,71,60 and above,New,2014-01-05,135,25,10,3,6,6,76,7
5802,AW00016801,Jasmine Henderson,65,60 and above,New,2013-09-10,139,55,55,1,2,2,55,0
5803,AW00016802,Lucas Allen,70,60 and above,New,2013-02-17,146,14,14,1,2,2,14,0
5804,AW00016803,Marcus Peterson,65,60 and above,New,2013-01-14,147,1760,1760,1,3,3,1760,0
5805,AW00016804,Adam Zhang,69,60 and above,New,2013-01-15,147,1728,1728,1,3,3,1728,0
5806,AW00016805,Fernando Allen,64,60 and above,New,2013-01-15,147,1769,1769,1,4,4,1769,0
5807,AW00016806,Louis Zhao,69,60 and above,New,2013-12-07,136,55,55,1,2,2,55,0
5808,AW00016807,Virginia Suri,69,60 and above,New,2013-01-14,147,1728,1728,1,3,3,1728,0
5809,AW00016808,Jessica Long,69,60 and above,New,2013-09-16,139,14,14,1,2,2,14,0
5810,AW00016809,Bailey Sanders,64,60 and above,New,2013-10-16,138,14,14,1,2,2,14,0
5811,AW00016810,Michael Rodriguez,68,60 and above,New,2013-10-29,138,1532,1532,2,3,3,3064,2
5812,AW00016811,Luis Zhang,69,60 and above,New,2013-02-27,146,1701,1701,1,1,1,1701,0
5813,AW00016812,Alexa Richardson,63,60 and above,New,2013-02-16,146,1736,1736,1,2,2,1736,0
5814,AW00016813,Carson Diaz,69,60 and above,New,2013-11-24,137,14,14,1,2,2,14,0
5815,AW00016814,Isabella Collins,63,60 and above,New,2013-02-03,146,40,40,1,2,2,40,0
5816,AW00016815,Jacob Brown,69,60 and above,New,2014-01-10,135,5,5,1,1,1,5,0
5817,AW00016816,Julia Miller,63,60 and above,New,2014-01-04,135,5,5,1,1,1,5,0
5818,AW00016817,Evan Peterson,68,60 and above,New,2013-10-13,138,5,5,1,1,1,5,0
5819,AW00016818,Gabrielle Reed,69,60 and above,New,2013-10-07,138,2392,2392,1,5,5,2392,0
5820,AW00016819,Dalton Cox,68,60 and above,New,2013-10-13,138,2317,2317,1,2,2,2317,0
5821,AW00016820,Isabella Gray,68,60 and above,New,2013-12-09,136,1608,804,2,7,7,3217,4
5822,AW00016821,Mary Carter,61,60 and above,VIP,2013-08-19,140,2407,555,3,7,9,7221,13
5823,AW00016822,Marshall Lin,61,60 and above,VIP,2013-09-16,139,2392,448,3,6,6,7176,16
5824,AW00016823,Stacy Ruiz,61,60 and above,VIP,2013-09-24,139,2414,452,3,8,8,7242,16
5825,AW00016824,Randall Munoz,63,60 and above,VIP,2013-07-31,141,2313,578,3,6,6,6939,12
5826,AW00016825,Susan Zeng,62,60 and above,New,2013-11-17,137,61,61,1,4,4,61,0
5827,AW00016826,Roberto Vazquez,57,40-59,VIP,2013-08-23,140,2318,579,3,8,8,6954,12
5828,AW00016827,Jeffery Chen,52,40-59,VIP,2013-10-22,138,2401,423,3,7,8,7205,17
5829,AW00016828,Logan Mitchell,58,40-59,VIP,2013-10-16,138,2394,422,3,8,8,7182,17
5830,AW00016829,Wayne Lal,58,40-59,VIP,2013-10-04,138,2395,422,3,7,7,7185,17
5831,AW00016830,Alexandra Hall,64,60 and above,VIP,2013-08-23,140,2379,594,3,6,6,7138,12
5832,AW00016831,Theodore Vazquez,65,60 and above,VIP,2013-10-17,138,2402,423,3,6,7,7206,17
5833,AW00016832,Isaiah Parker,88,60 and above,New,2013-10-22,138,2370,2370,1,4,4,2370,0
5834,AW00016833,Richard Cooper,87,60 and above,New,2013-10-28,138,2344,2344,1,4,4,2344,0
5835,AW00016834,Morgan Peterson,86,60 and above,New,2013-05-26,143,1751,1751,1,2,2,1751,0
5836,AW00016835,Noah Nelson,86,60 and above,New,2013-10-12,138,2295,2295,1,1,1,2295,0
5837,AW00016836,David Thomas,54,40-59,New,2013-12-18,136,1596,798,2,6,6,3193,4
5838,AW00016837,Elizabeth Jackson,54,40-59,New,2013-12-17,136,78,39,2,3,3,156,4
5839,AW00016838,Jonathan Griffin,55,40-59,New,2013-09-30,139,14,14,1,2,2,14,0
5840,AW00016839,Julia Ross,55,40-59,New,2013-10-10,138,2295,2295,1,1,1,2295,0
5841,AW00016840,Xavier Torres,56,40-59,New,2013-06-27,142,88,177,2,4,4,177,1
5842,AW00016841,James Turner,55,40-59,New,2013-05-29,143,63,42,2,3,3,127,3
5843,AW00016842,Jenny Yang,50,40-59,New,2013-10-25,138,5,5,1,1,1,5,0
5844,AW00016843,Jimmy Ramos,56,40-59,New,2013-10-27,138,90,90,1,3,3,90,0
5845,AW00016844,Emma Robinson,50,40-59,New,2013-10-22,138,2370,2370,1,4,4,2370,0
5846,AW00016845,Andrea Adams,50,40-59,New,2013-10-05,138,2381,2381,1,3,3,2381,0
5847,AW00016846,James Phillips,57,40-59,New,2013-04-19,144,90,90,2,4,4,181,2
5848,AW00016847,Eduardo Hall,46,40-59,New,2013-11-22,137,95,38,2,5,5,190,5
5849,AW00016848,Jessica Thomas,46,40-59,Regular,2014-01-19,135,62,10,2,4,4,125,12
5850,AW00016849,Jonathan Collins,51,40-59,New,2014-01-05,135,88,177,2,4,4,177,1
5851,AW00016850,Jessica Jenkins,56,40-59,New,2013-10-04,138,2355,2355,1,2,2,2355,0
5852,AW00016851,Kevin Hayes,57,40-59,New,2013-10-23,138,2370,2370,1,4,4,2370,0
5853,AW00016852,Kate She,51,40-59,New,2013-10-15,138,2406,2406,1,3,3,2406,0
5854,AW00016853,Christina Bailey,57,40-59,New,2013-12-20,136,5,5,1,1,1,5,0
5855,AW00016854,Seth Adams,45,40-59,New,2013-10-04,138,2343,2343,1,4,4,2343,0
5856,AW00016855,Evelyn Srini,57,40-59,New,2013-12-17,136,75,75,2,4,4,151,2
5857,AW00016856,Erin Rivera,57,40-59,New,2013-08-28,140,14,14,1,2,2,14,0
5858,AW00016857,Lawrence Munoz,52,40-59,New,2013-05-04,143,55,55,1,2,2,55,0
5859,AW00016858,Jan Lopez,57,40-59,New,2013-12-07,136,5,5,1,1,1,5,0
5860,AW00016859,Jack Kumar,52,40-59,New,2013-10-17,138,2381,2381,1,3,3,2381,0
5861,AW00016860,Haley Rogers,58,40-59,New,2013-03-12,145,5,5,1,1,1,5,0
5862,AW00016861,Luis Sharma,52,40-59,New,2014-01-13,135,14,14,1,2,2,14,0
5863,AW00016862,Timothy Nelson,57,40-59,New,2014-01-13,135,40,40,1,2,2,40,0
5864,AW00016863,Kaitlyn Clark,58,40-59,New,2013-03-05,145,64,64,1,3,3,64,0
5865,AW00016864,Grace Ramirez,59,40-59,New,2013-10-26,138,2330,2330,1,2,2,2330,0
5866,AW00016865,Jordyn Diaz,53,40-59,New,2013-10-22,138,2370,2370,1,4,4,2370,0
5867,AW00016866,Alexandra Parker,42,40-59,New,2013-10-13,138,2444,2444,1,6,6,2444,0
5868,AW00016867,Katelyn King,58,40-59,New,2013-10-04,138,2382,2382,1,5,5,2382,0
5869,AW00016868,Xavier Jackson,53,40-59,New,2013-10-16,138,2322,2322,1,2,2,2322,0
5870,AW00016869,Vanessa Patterson,59,40-59,New,2013-10-04,138,2377,2377,1,3,3,2377,0
5871,AW00016870,Andrea Morgan,64,60 and above,New,2013-06-22,142,49,37,3,6,6,149,4
5872,AW00016871,Anna Clark,59,40-59,New,2013-10-07,138,2317,2317,1,2,2,2317,0
5873,AW00016872,Samuel Taylor,49,40-59,New,2013-10-16,138,2359,2359,1,5,5,2359,0
5874,AW00016873,Damien Deng,85,60 and above,New,2013-07-23,141,578,578,1,4,4,578,0
5875,AW00016874,Leslie Munoz,84,60 and above,New,2013-05-16,143,5,5,1,1,1,5,0
5876,AW00016875,Samantha Diaz,79,60 and above,New,2013-06-24,142,40,40,1,2,2,40,0
5877,AW00016876,Jackson Sharma,84,60 and above,New,2013-12-05,136,50,19,3,6,6,152,8
5878,AW00016877,Katelyn Adams,78,60 and above,New,2013-02-15,146,40,40,1,2,2,40,0
5879,AW00016878,Devin Young,83,60 and above,New,2013-02-23,146,1736,1736,1,2,2,1736,0
5880,AW00016879,Morgan Taylor,84,60 and above,New,2013-02-26,146,1728,1728,1,3,3,1728,0
5881,AW00016880,Edgar Patel,72,60 and above,New,2013-10-24,138,2344,2344,1,4,4,2344,0
5882,AW00016881,Ruben Alonso,84,60 and above,New,2013-10-28,138,2320,2320,1,1,1,2320,0
5883,AW00016882,Robert Young,60,60 and above,New,2013-10-25,138,2295,2295,1,1,1,2295,0
5884,AW00016883,Tyler Davis,59,40-59,New,2014-01-05,135,49,49,1,3,3,49,0
5885,AW00016884,Richard Miller,65,60 and above,New,2013-04-06,144,40,40,1,2,2,40,0
5886,AW00016885,Garrett Cook,55,40-59,New,2013-03-16,145,40,40,1,2,2,40,0
5887,AW00016886,Aidan Flores,65,60 and above,New,2013-02-04,146,1730,1730,1,3,3,1730,0
5888,AW00016887,Cody Rivera,65,60 and above,New,2013-02-20,146,1770,1770,1,4,4,1770,0
5889,AW00016888,Arianna Hughes,66,60 and above,New,2013-02-08,146,1755,1755,1,2,2,1755,0
5890,AW00016889,Daniel Rodriguez,60,60 and above,New,2013-03-10,145,1730,1730,1,3,3,1730,0
5891,AW00016890,Timothy Reed,66,60 and above,New,2013-03-14,145,1808,1808,1,5,5,1808,0
5892,AW00016891,Natalie Gonzales,65,60 and above,New,2013-11-27,137,60,60,1,2,2,60,0
5893,AW00016892,Rebecca Evans,66,60 and above,New,2013-10-25,138,2342,2342,1,2,2,2342,0
5894,AW00016893,Isaac Howard,67,60 and above,New,2013-10-17,138,2326,2326,1,3,3,2326,0
5895,AW00016894,Abigail Walker,50,40-59,New,2013-03-07,145,1764,1764,1,3,3,1764,0
5896,AW00016895,Chloe Gonzales,68,60 and above,New,2013-03-19,145,1760,1760,1,3,3,1760,0
5897,AW00016896,Natalie Perez,67,60 and above,New,2013-03-16,145,1715,1715,1,3,3,1715,0
5898,AW00016897,Lauren Torres,62,60 and above,New,2013-03-01,145,1764,1764,1,3,3,1764,0
5899,AW00016898,Angel Reed,62,60 and above,New,2013-03-26,145,1751,1751,1,2,2,1751,0
5900,AW00016899,Whitney Sanchez,82,60 and above,New,2013-06-16,142,5,5,1,1,1,5,0
5901,AW00016900,Miguel Jones,82,60 and above,New,2013-08-17,140,7,7,1,2,2,7,0
5902,AW00016901,Ricky Munoz,82,60 and above,New,2013-09-25,139,40,40,1,2,2,40,0
5903,AW00016902,Shawn She,81,60 and above,New,2014-01-09,135,106,26,2,3,3,212,8
5904,AW00016903,Ian Wright,81,60 and above,New,2013-11-12,137,5,5,1,1,1,5,0
5905,AW00016904,Arianna Bailey,81,60 and above,New,2013-10-10,138,5,5,1,1,1,5,0
5906,AW00016905,Janet Stewart,82,60 and above,New,2013-08-03,140,5,5,1,1,1,5,0
5907,AW00016906,Brittany Flores,81,60 and above,New,2013-08-10,140,2360,2360,1,3,3,2360,0
5908,AW00016907,Sarah Hall,81,60 and above,New,2013-10-25,138,2342,2342,1,2,2,2342,0
5909,AW00016908,Kristi Patel,81,60 and above,New,2013-10-06,138,2367,2367,1,3,3,2367,0
5910,AW00016909,Chloe Walker,80,60 and above,New,2013-10-27,138,2377,2377,1,3,3,2377,0
5911,AW00016910,Ryan Diaz,81,60 and above,New,2013-07-13,141,71,28,2,3,3,142,5
5912,AW00016911,Caleb Patterson,80,60 and above,New,2013-09-11,139,59,59,1,2,2,59,0
5913,AW00016912,Dalton Patterson,80,60 and above,New,2013-11-26,137,2381,2381,1,3,3,2381,0
5914,AW00016913,Marcus Flores,79,60 and above,New,2013-08-23,140,14,14,1,2,2,14,0
5915,AW00016914,Alexandra Campbell,51,40-59,New,2013-11-28,137,2362,2362,1,4,4,2362,0
5916,AW00016915,Mason Phillips,46,40-59,New,2013-11-28,137,2375,2375,1,2,2,2375,0
5917,AW00016916,Cheryl Dominguez,52,40-59,New,2013-11-13,137,2435,2435,1,8,8,2435,0
5918,AW00016917,Brett Subram,52,40-59,New,2013-12-09,136,5,5,1,1,1,5,0
5919,AW00016918,Alexandria Cox,40,40-59,New,2014-01-16,135,64,64,1,3,3,64,0
5920,AW00016919,Kaitlin Sullivan,75,60 and above,New,2013-12-22,136,35,8,2,4,4,71,8
5921,AW00016920,Eduardo Stewart,41,40-59,New,2013-03-24,145,1701,1701,1,1,1,1701,0
5922,AW00016921,Edwin Jai,41,40-59,New,2013-05-13,143,1755,1755,1,2,2,1755,0
5923,AW00016922,Emma Jackson,42,40-59,New,2014-01-22,135,99,99,1,4,4,99,0
5924,AW00016923,Connor Gonzales,41,40-59,New,2013-12-06,136,60,60,1,2,2,60,0
5925,AW00016924,Julia Price,41,40-59,New,2013-04-21,144,1775,1775,1,3,3,1775,0
5926,AW00016925,Spencer Patterson,41,40-59,New,2013-04-09,144,1765,1765,1,4,4,1765,0
5927,AW00016926,Rodney Sanz,75,60 and above,New,2013-12-20,136,22,6,2,4,4,45,7
5928,AW00016927,Rebekah Gonzalez,75,60 and above,New,2014-01-28,135,19,3,2,3,3,39,11
5929,AW00016928,Bryan Stewart,62,60 and above,Regular,2013-06-18,142,2349,167,2,2,2,4698,28
5930,AW00016929,Savannah Scott,74,60 and above,Regular,2013-06-24,142,2366,169,2,3,3,4733,28
5931,AW00016930,Kristen Zhao,72,60 and above,New,2014-01-02,135,27,6,2,3,3,54,9
5932,AW00016931,Dalton Lee,72,60 and above,Regular,2013-06-10,142,2383,170,2,5,5,4767,28
5933,AW00016932,Adam King,57,40-59,New,2013-09-02,139,7,4,2,3,4,14,3
5934,AW00016933,Donald Arun,52,40-59,New,2013-12-15,136,47,31,2,4,4,95,3
5935,AW00016934,Michele Vazquez,52,40-59,New,2013-10-21,138,43,87,2,4,4,87,1
5936,AW00016935,Bruce Perez,58,40-59,New,2013-09-24,139,47,47,2,4,4,95,2
5937,AW00016936,Alice Serventi,83,60 and above,New,2013-02-18,146,64,64,1,3,3,64,0
5938,AW00016937,Craig Rubio,52,40-59,New,2013-01-16,147,1963,3927,2,4,4,3927,1
5939,AW00016938,Abigail Williams,62,60 and above,Regular,2013-12-24,136,1555,163,2,3,3,3110,19
5940,AW00016939,Bailey Evans,57,40-59,New,2013-08-22,140,30,30,1,2,2,30,0
5941,AW00016940,Jenny Zeng,57,40-59,VIP,2013-12-26,136,2503,312,2,3,3,5006,16
5942,AW00016941,Amy Yang,52,40-59,New,2013-12-07,136,65,65,1,3,3,65,0
5943,AW00016942,Kaitlyn Bennett,66,60 and above,Regular,2013-02-17,146,1375,211,2,3,3,2751,13
5944,AW00016943,Veronica Garcia,76,60 and above,New,2013-07-02,141,38,38,1,3,3,38,0
5945,AW00016944,Alejandro Raji,82,60 and above,New,2013-01-03,147,2126,850,2,5,5,4253,5
5946,AW00016945,Brianna Kelly,82,60 and above,Regular,2013-12-19,136,1631,171,2,3,3,3262,19
5947,AW00016946,Teresa Diaz,81,60 and above,Regular,2013-12-24,136,1535,170,2,4,4,3071,18
5948,AW00016947,Savannah Stewart,44,40-59,New,2013-04-16,144,1736,1736,1,2,2,1736,0
5949,AW00016948,Emma Lee,44,40-59,New,2014-01-05,135,82,27,3,8,9,248,9
5950,AW00016949,Luis Flores,44,40-59,New,2013-04-20,144,1790,1790,1,3,3,1790,0
5951,AW00016950,Connor Edwards,49,40-59,New,2013-07-23,141,70,70,3,8,10,212,3
5952,AW00016951,Cassidy Bennett,49,40-59,New,2013-04-03,144,1736,1736,1,2,2,1736,0
5953,AW00016952,Thomas Martin,44,40-59,New,2013-05-29,143,1736,1736,1,2,2,1736,0
5954,AW00016953,Paige Ward,49,40-59,New,2013-02-02,146,14,14,1,2,2,14,0
5955,AW00016954,Fernando Davis,50,40-59,New,2014-01-12,135,68,68,1,3,3,68,0
5956,AW00016955,Nathaniel Bradley,50,40-59,New,2013-06-28,142,1760,1760,1,3,3,1760,0
5957,AW00016956,Austin Flores,45,40-59,New,2013-04-11,144,1701,1701,1,1,1,1701,0
5958,AW00016957,Seth Wilson,50,40-59,New,2013-12-21,136,40,40,1,2,2,40,0
5959,AW00016958,Pedro Torres,43,40-59,New,2013-04-03,144,56,84,3,8,8,168,2
5960,AW00016959,Carson Foster,49,40-59,New,2013-08-22,140,45,27,3,6,6,136,5
5961,AW00016960,Paige Gray,48,40-59,New,2013-10-01,138,5,5,1,1,1,5,0
5962,AW00016961,Faith Perry,43,40-59,New,2013-10-30,138,2319,2319,1,4,4,2319,0
5963,AW00016962,Zachary Coleman,50,40-59,New,2014-01-19,135,14,14,1,2,2,14,0
5964,AW00016963,Faith Hughes,45,40-59,New,2013-04-02,144,40,40,1,2,2,40,0
5965,AW00016964,Gavin Wood,51,40-59,New,2013-06-23,142,36,27,3,6,6,109,4
5966,AW00016965,Kristi Romero,52,40-59,New,2013-03-18,145,40,40,1,2,2,40,0
5967,AW00016966,Amanda Diaz,53,40-59,New,2013-12-17,136,5,5,1,1,1,5,0
5968,AW00016967,Noah Hernandez,50,40-59,New,2013-11-10,137,2317,2317,1,2,2,2317,0
5969,AW00016968,Ian Griffin,50,40-59,New,2013-11-18,137,2326,2326,1,3,3,2326,0
5970,AW00016969,Jackson Turner,49,40-59,New,2013-11-17,137,2440,2440,1,2,2,2440,0
5971,AW00016970,Katherine Foster,47,40-59,New,2013-04-12,144,1755,1755,1,2,2,1755,0
5972,AW00016971,Alexia Bryant,52,40-59,New,2013-06-25,142,64,64,1,3,3,64,0
5973,AW00016972,Lucas Hernandez,42,40-59,New,2013-04-12,144,1755,1755,1,2,2,1755,0
5974,AW00016973,Katherine Collins,53,40-59,New,2013-04-16,144,1858,1858,1,5,5,1858,0
5975,AW00016974,Paige Rivera,47,40-59,New,2013-04-09,144,1730,1730,1,3,3,1730,0
5976,AW00016975,Benjamin Lee,54,40-59,New,2013-09-06,139,68,68,1,3,3,68,0
5977,AW00016976,Sandra Xu,54,40-59,New,2013-03-31,145,1786,1786,1,3,3,1786,0
5978,AW00016977,Noah Adams,53,40-59,New,2013-05-08,143,1710,1710,1,2,2,1710,0
5979,AW00016978,Jeremy Rivera,54,40-59,New,2013-03-12,145,5,5,1,1,1,5,0
5980,AW00016979,Kaitlyn Rogers,53,40-59,New,2013-11-13,137,2322,2322,1,2,2,2322,0
5981,AW00016980,Jill Moore,54,40-59,New,2013-04-11,144,40,40,1,2,2,40,0
5982,AW00016981,Hunter Simmons,50,40-59,New,2013-11-17,137,2318,2318,1,4,4,2318,0
5983,AW00016982,Jillian Lopez,45,40-59,New,2013-01-28,147,90,90,1,3,3,90,0
5984,AW00016983,Gabriel Collins,51,40-59,New,2013-11-23,137,2357,2357,1,3,3,2357,0
5985,AW00016984,Rodney Moreno,49,40-59,New,2013-05-15,143,1760,1760,1,3,3,1760,0
5986,AW00016985,Adam Li,49,40-59,New,2013-08-25,140,14,14,1,2,2,14,0
5987,AW00016986,Sara Adams,55,40-59,New,2013-07-03,141,69,69,1,2,2,69,0
5988,AW00016987,Miguel Clark,55,40-59,New,2013-08-13,140,2415,2415,1,2,2,2415,0
5989,AW00016988,Brian Bailey,49,40-59,New,2013-12-01,136,5,5,1,1,1,5,0
5990,AW00016989,Emma Richardson,49,40-59,New,2013-11-26,137,2320,2320,1,1,1,2320,0
5991,AW00016990,Zachary Griffin,54,40-59,New,2013-06-27,142,60,60,1,2,2,60,0
5992,AW00016991,Brianna Henderson,55,40-59,New,2013-03-21,145,40,40,1,2,2,40,0
5993,AW00016992,Lucas Watson,44,40-59,New,2013-03-31,145,5,5,1,1,1,5,0
5994,AW00016993,Russell Rai,50,40-59,New,2013-06-25,142,125,125,1,2,2,125,0
5995,AW00016994,Deanna Torres,56,40-59,New,2013-08-31,140,40,40,1,2,2,40,0
5996,AW00016995,Taylor Hall,55,40-59,New,2013-06-11,142,1736,1736,1,2,2,1736,0
5997,AW00016996,Destiny Walker,55,40-59,New,2013-06-15,142,1755,1755,1,2,2,1755,0
5998,AW00016997,Natalie Allen,56,40-59,New,2013-05-19,143,1764,1764,1,3,3,1764,0
5999,AW00016998,Jennifer Lopez,50,40-59,New,2013-05-18,143,1736,1736,1,2,2,1736,0
6000,AW00016999,Chloe Kelly,50,40-59,New,2013-05-12,143,1736,1736,1,2,2,1736,0
6001,AW00017000,Miranda Henderson,57,40-59,New,2013-11-12,137,2295,2295,1,1,1,2295,0
6002,AW00017001,Ashley Moore,56,40-59,New,2013-11-07,137,2342,2342,1,2,2,2342,0
6003,AW00017002,Dylan Martin,51,40-59,New,2013-11-18,137,2332,2332,1,4,4,2332,0
6004,AW00017003,Joanna Dominguez,56,40-59,New,2013-10-29,138,2416,2416,1,4,4,2416,0
6005,AW00017004,Krista Torres,46,40-59,New,2013-11-01,137,2419,2419,1,3,3,2419,0
6006,AW00017005,Priscilla Anand,57,40-59,New,2013-11-21,137,2376,2376,1,4,4,2376,0
6007,AW00017006,Hunter Williams,57,40-59,New,2013-11-22,137,2404,2404,1,4,4,2404,0
6008,AW00017007,Samuel Hayes,52,40-59,New,2013-11-11,137,2330,2330,1,2,2,2330,0
6009,AW00017008,Connor Turner,52,40-59,New,2013-11-15,137,2317,2317,1,2,2,2317,0
6010,AW00017009,Wyatt Butler,51,40-59,New,2013-11-08,137,2352,2352,1,3,3,2352,0
6011,AW00017010,Brianna James,52,40-59,New,2013-11-15,137,2385,2385,1,4,4,2385,0
6012,AW00017011,Sara Hill,46,40-59,New,2013-05-08,143,1751,1751,1,2,2,1751,0
6013,AW00017012,Joan Collins,56,40-59,New,2013-05-25,143,1751,1751,1,2,2,1751,0
6014,AW00017013,Gabriella Mitchell,58,40-59,New,2013-11-18,137,2401,2401,1,4,4,2401,0
6015,AW00017014,Michael Harris,52,40-59,New,2013-02-11,146,5,5,1,1,1,5,0
6016,AW00017015,Kelly Patterson,58,40-59,New,2013-05-03,143,5,5,1,1,1,5,0
6017,AW00017016,Hailey Hughes,57,40-59,New,2013-02-16,146,99,99,1,4,4,99,0
6018,AW00017017,Jeremiah Jones,58,40-59,New,2013-11-28,137,2332,2332,1,3,3,2332,0
6019,AW00017018,Mandy Guo,53,40-59,New,2013-05-09,143,94,94,1,3,3,94,0
